Authors,Total_Contacts,Reference_Genome,Cis_Contacts,Cis Percent,Cis/Total,Trans percent,Trans contacts,Cis/Trans
Nagano et al 2017,61268,mm9,49300,,0.805,,,
Nagano et al 2017,92430,mm9,74426,,0.805,,,
Nagano et al 2017,109516,mm9,88070,,0.804,,,
Nagano et al 2017,10662,mm9,8574,,0.804,,,
Nagano et al 2017,294344,mm9,236772,,0.804,,,
Nagano et al 2017,78054,mm9,62760,,0.804,,,
Nagano et al 2017,4160,mm9,3344,,0.804,,,
Nagano et al 2017,112,mm9,90,,0.804,,,
Nagano et al 2017,117086,mm9,94142,,0.804,,,
Nagano et al 2017,293648,mm9,236126,,0.804,,,
Nagano et al 2017,149186,mm9,119950,,0.804,,,
Nagano et al 2017,2576,mm9,2070,,0.804,,,
Nagano et al 2017,6056,mm9,4862,,0.803,,,
Nagano et al 2017,49282,mm9,39558,,0.803,,,
Nagano et al 2017,5092,mm9,4088,,0.803,,,
Nagano et al 2017,26686,mm9,21428,,0.803,,,
Nagano et al 2017,138890,mm9,111548,,0.803,,,
Nagano et al 2017,299808,mm9,240754,,0.803,,,
Nagano et al 2017,3614,mm9,2900,,0.802,,,
Nagano et al 2017,28786,mm9,23098,,0.802,,,
Nagano et al 2017,592480,mm9,475092,,0.802,,,
Nagano et al 2017,35272,mm9,28296,,0.802,,,
Nagano et al 2017,329872,mm9,264558,,0.802,,,
Nagano et al 2017,374766,mm9,300578,,0.802,,,
Nagano et al 2017,16298,mm9,13064,,0.802,,,
Nagano et al 2017,6318,mm9,5070,,0.802,,,
Nagano et al 2017,161518,mm9,129610,,0.802,,,
Nagano et al 2017,2700,mm9,2164,,0.801,,,
Nagano et al 2017,73502,mm9,58890,,0.801,,,
Nagano et al 2017,320742,mm9,257012,,0.801,,,
Nagano et al 2017,144938,mm9,116114,,0.801,,,
Nagano et al 2017,360086,mm9,288564,,0.801,,,
Nagano et al 2017,252036,mm9,201912,,0.801,,,
Nagano et al 2017,108306,mm9,86758,,0.801,,,
Nagano et al 2017,1238,mm9,990,,0.8,,,
Nagano et al 2017,14306,mm9,11438,,0.8,,,
Nagano et al 2017,109254,mm9,87358,,0.8,,,
Nagano et al 2017,116064,mm9,92848,,0.8,,,
Nagano et al 2017,108564,mm9,86798,,0.8,,,
Nagano et al 2017,118730,mm9,95000,,0.8,,,
Nagano et al 2017,385336,mm9,308352,,0.8,,,
Nagano et al 2017,150,mm9,120,,0.8,,,
Nagano et al 2017,20,mm9,16,,0.8,,,
Nagano et al 2017,10,mm9,8,,0.8,,,
Nagano et al 2017,10,mm9,8,,0.8,,,
Nagano et al 2017,110,mm9,88,,0.8,,,
Nagano et al 2017,24018,mm9,19202,,0.799,,,
Nagano et al 2017,45442,mm9,36318,,0.799,,,
Nagano et al 2017,449168,mm9,358734,,0.799,,,
Nagano et al 2017,228946,mm9,183012,,0.799,,,
Nagano et al 2017,385794,mm9,308132,,0.799,,,
Nagano et al 2017,14948,mm9,11922,,0.798,,,
Nagano et al 2017,2470,mm9,1970,,0.798,,,
Nagano et al 2017,752390,mm9,600102,,0.798,,,
Nagano et al 2017,172474,mm9,137666,,0.798,,,
Nagano et al 2017,291066,mm9,232320,,0.798,,,
Nagano et al 2017,65608,mm9,52364,,0.798,,,
Nagano et al 2017,238828,mm9,190600,,0.798,,,
Nagano et al 2017,92300,mm9,73560,,0.797,,,
Nagano et al 2017,155732,mm9,124090,,0.797,,,
Nagano et al 2017,30320,mm9,24150,,0.797,,,
Nagano et al 2017,185608,mm9,148012,,0.797,,,
Nagano et al 2017,76150,mm9,60690,,0.797,,,
Nagano et al 2017,25128,mm9,20018,,0.797,,,
Nagano et al 2017,207576,mm9,165390,,0.797,,,
Nagano et al 2017,173810,mm9,138288,,0.796,,,
Nagano et al 2017,6428,mm9,5114,,0.796,,,
Nagano et al 2017,91176,mm9,72576,,0.796,,,
Nagano et al 2017,467756,mm9,372158,,0.796,,,
Nagano et al 2017,274582,mm9,218362,,0.795,,,
Nagano et al 2017,46230,mm9,36738,,0.795,,,
Nagano et al 2017,343086,mm9,272850,,0.795,,,
Nagano et al 2017,51500,mm9,40968,,0.795,,,
Nagano et al 2017,280452,mm9,222920,,0.795,,,
Nagano et al 2017,23108,mm9,18354,,0.794,,,
Nagano et al 2017,432884,mm9,343650,,0.794,,,
Nagano et al 2017,44234,mm9,35128,,0.794,,,
Nagano et al 2017,26004,mm9,20656,,0.794,,,
Nagano et al 2017,4152,mm9,3296,,0.794,,,
Nagano et al 2017,143618,mm9,113982,,0.794,,,
Nagano et al 2017,219802,mm9,174502,,0.794,,,
Nagano et al 2017,254568,mm9,202130,,0.794,,,
Nagano et al 2017,214,mm9,170,,0.794,,,
Nagano et al 2017,354890,mm9,281924,,0.794,,,
Nagano et al 2017,7300,mm9,5794,,0.794,,,
Nagano et al 2017,404054,mm9,320852,,0.794,,,
Nagano et al 2017,466976,mm9,370106,,0.793,,,
Nagano et al 2017,13844,mm9,10980,,0.793,,,
Nagano et al 2017,123134,mm9,97604,,0.793,,,
Nagano et al 2017,297558,mm9,236084,,0.793,,,
Nagano et al 2017,326770,mm9,259032,,0.793,,,
Nagano et al 2017,63688,mm9,50438,,0.792,,,
Nagano et al 2017,11944,mm9,9456,,0.792,,,
Nagano et al 2017,67714,mm9,53638,,0.792,,,
Nagano et al 2017,318856,mm9,252690,,0.792,,,
Nagano et al 2017,457992,mm9,362298,,0.791,,,
Nagano et al 2017,137904,mm9,109032,,0.791,,,
Nagano et al 2017,113288,mm9,89444,,0.79,,,
Nagano et al 2017,3664,mm9,2896,,0.79,,,
Nagano et al 2017,298580,mm9,235834,,0.79,,,
Nagano et al 2017,57716,mm9,45600,,0.79,,,
Nagano et al 2017,144590,mm9,114158,,0.79,,,
Nagano et al 2017,180,mm9,142,,0.789,,,
Nagano et al 2017,54206,mm9,42766,,0.789,,,
Nagano et al 2017,17598,mm9,13880,,0.789,,,
Nagano et al 2017,37738,mm9,29784,,0.789,,,
Nagano et al 2017,363526,mm9,286744,,0.789,,,
Nagano et al 2017,141126,mm9,111324,,0.789,,,
Nagano et al 2017,8208,mm9,6472,,0.788,,,
Nagano et al 2017,102020,mm9,80428,,0.788,,,
Nagano et al 2017,4188,mm9,3302,,0.788,,,
Nagano et al 2017,338664,mm9,266790,,0.788,,,
Nagano et al 2017,2444,mm9,1926,,0.788,,,
Nagano et al 2017,276984,mm9,217880,,0.787,,,
Nagano et al 2017,20926,mm9,16462,,0.787,,,
Nagano et al 2017,135092,mm9,106274,,0.787,,,
Nagano et al 2017,678468,mm9,533042,,0.786,,,
Nagano et al 2017,45202,mm9,35532,,0.786,,,
Nagano et al 2017,143462,mm9,112800,,0.786,,,
Nagano et al 2017,168,mm9,132,,0.786,,,
Nagano et al 2017,297184,mm9,233654,,0.786,,,
Nagano et al 2017,216710,mm9,170226,,0.786,,,
Nagano et al 2017,28,mm9,22,,0.786,,,
Nagano et al 2017,17318,mm9,13602,,0.785,,,
Nagano et al 2017,374140,mm9,293610,,0.785,,,
Nagano et al 2017,8188,mm9,6426,,0.785,,,
Nagano et al 2017,261946,mm9,205752,,0.785,,,
Nagano et al 2017,102420,mm9,80372,,0.785,,,
Nagano et al 2017,338526,mm9,265508,,0.784,,,
Nagano et al 2017,119028,mm9,93286,,0.784,,,
Nagano et al 2017,363322,mm9,284782,,0.784,,,
Nagano et al 2017,20420,mm9,16010,,0.784,,,
Nagano et al 2017,16542,mm9,12976,,0.784,,,
Nagano et al 2017,60724,mm9,47602,,0.784,,,
Nagano et al 2017,77124,mm9,60418,,0.783,,,
Nagano et al 2017,585112,mm9,457952,,0.783,,,
Nagano et al 2017,103380,mm9,80978,,0.783,,,
Nagano et al 2017,251404,mm9,196776,,0.783,,,
Nagano et al 2017,2086,mm9,1632,,0.782,,,
Nagano et al 2017,3648,mm9,2854,,0.782,,,
Nagano et al 2017,318226,mm9,248714,,0.782,,,
Nagano et al 2017,23904,mm9,18682,,0.782,,,
Nagano et al 2017,162658,mm9,127134,,0.782,,,
Nagano et al 2017,274,mm9,214,,0.781,,,
Nagano et al 2017,357538,mm9,279170,,0.781,,,
Nagano et al 2017,2780,mm9,2170,,0.781,,,
Nagano et al 2017,124386,mm9,97198,,0.781,,,
Nagano et al 2017,8826,mm9,6880,,0.78,,,
Nagano et al 2017,191850,mm9,149548,,0.78,,,
Nagano et al 2017,82,mm9,64,,0.78,,,
Nagano et al 2017,410018,mm9,319828,,0.78,,,
Nagano et al 2017,489310,mm9,381670,,0.78,,,
Nagano et al 2017,6646,mm9,5178,,0.779,,,
Nagano et al 2017,383858,mm9,298988,,0.779,,,
Nagano et al 2017,147990,mm9,115276,,0.779,,,
Nagano et al 2017,378008,mm9,294198,,0.778,,,
Nagano et al 2017,350854,mm9,272544,,0.777,,,
Nagano et al 2017,93038,mm9,72180,,0.776,,,
Nagano et al 2017,18046,mm9,14006,,0.776,,,
Nagano et al 2017,344196,mm9,266964,,0.776,,,
Nagano et al 2017,64782,mm9,50272,,0.776,,,
Nagano et al 2017,437842,mm9,339498,,0.775,,,
Nagano et al 2017,147680,mm9,114428,,0.775,,,
Nagano et al 2017,5136,mm9,3976,,0.774,,,
Nagano et al 2017,4360,mm9,3372,,0.773,,,
Nagano et al 2017,250510,mm9,193356,,0.772,,,
Nagano et al 2017,171210,mm9,132208,,0.772,,,
Nagano et al 2017,400756,mm9,309262,,0.772,,,
Nagano et al 2017,1652,mm9,1274,,0.771,,,
Nagano et al 2017,2786,mm9,2146,,0.77,,,
Nagano et al 2017,12602,mm9,9694,,0.769,,,
Nagano et al 2017,328510,mm9,252768,,0.769,,,
Nagano et al 2017,87046,mm9,66838,,0.768,,,
Nagano et al 2017,273968,mm9,210438,,0.768,,,
Nagano et al 2017,8434,mm9,6472,,0.767,,,
Nagano et al 2017,26382,mm9,20174,,0.765,,,
Nagano et al 2017,4144,mm9,3172,,0.765,,,
Nagano et al 2017,202946,mm9,155254,,0.765,,,
Nagano et al 2017,117220,mm9,89576,,0.764,,,
Nagano et al 2017,3758,mm9,2870,,0.764,,,
Nagano et al 2017,69060,mm9,52688,,0.763,,,
Nagano et al 2017,461022,mm9,351882,,0.763,,,
Nagano et al 2017,9044,mm9,6896,,0.762,,,
Nagano et al 2017,4160,mm9,3170,,0.762,,,
Nagano et al 2017,2648,mm9,2018,,0.762,,,
Nagano et al 2017,136116,mm9,103726,,0.762,,,
Nagano et al 2017,6650,mm9,5060,,0.761,,,
Nagano et al 2017,29714,mm9,22596,,0.76,,,
Nagano et al 2017,50,mm9,38,,0.76,,,
Nagano et al 2017,129190,mm9,97922,,0.758,,,
Nagano et al 2017,283668,mm9,214916,,0.758,,,
Nagano et al 2017,364358,mm9,276122,,0.758,,,
Nagano et al 2017,14532,mm9,10996,,0.757,,,
Nagano et al 2017,109164,mm9,82518,,0.756,,,
Nagano et al 2017,12610,mm9,9528,,0.756,,,
Nagano et al 2017,4696,mm9,3550,,0.756,,,
Nagano et al 2017,7996,mm9,6040,,0.755,,,
Nagano et al 2017,122,mm9,92,,0.754,,,
Nagano et al 2017,122,mm9,92,,0.754,,,
Nagano et al 2017,50540,mm9,38068,,0.753,,,
Nagano et al 2017,1116,mm9,838,,0.751,,,
Nagano et al 2017,140608,mm9,105538,,0.751,,,
Nagano et al 2017,8,mm9,6,,0.75,,,
Nagano et al 2017,80,mm9,60,,0.75,,,
Nagano et al 2017,8,mm9,6,,0.75,,,
Nagano et al 2017,2570,mm9,1922,,0.748,,,
Nagano et al 2017,38738,mm9,28970,,0.748,,,
Nagano et al 2017,370196,mm9,276602,,0.747,,,
Nagano et al 2017,90178,mm9,67250,,0.746,,,
Nagano et al 2017,152590,mm9,113896,,0.746,,,
Nagano et al 2017,126,mm9,94,,0.746,,,
Nagano et al 2017,3458,mm9,2576,,0.745,,,
Nagano et al 2017,110,mm9,82,,0.745,,,
Nagano et al 2017,235122,mm9,174908,,0.744,,,
Nagano et al 2017,134480,mm9,99894,,0.743,,,
Nagano et al 2017,230994,mm9,171448,,0.742,,,
Nagano et al 2017,2876,mm9,2128,,0.74,,,
Nagano et al 2017,4262,mm9,3154,,0.74,,,
Nagano et al 2017,293148,mm9,216640,,0.739,,,
Nagano et al 2017,403340,mm9,297700,,0.738,,,
Nagano et al 2017,46042,mm9,33942,,0.737,,,
Nagano et al 2017,335534,mm9,247046,,0.736,,,
Nagano et al 2017,667704,mm9,490054,,0.734,,,
Nagano et al 2017,688748,mm9,503810,,0.731,,,
Nagano et al 2017,117608,mm9,85928,,0.731,,,
Nagano et al 2017,300492,mm9,219778,,0.731,,,
Nagano et al 2017,106770,mm9,77986,,0.73,,,
Nagano et al 2017,115522,mm9,84164,,0.729,,,
Nagano et al 2017,110,mm9,80,,0.727,,,
Nagano et al 2017,388674,mm9,282626,,0.727,,,
Nagano et al 2017,124132,mm9,90062,,0.726,,,
Nagano et al 2017,46170,mm9,33432,,0.724,,,
Nagano et al 2017,153592,mm9,111146,,0.724,,,
Nagano et al 2017,72,mm9,52,,0.722,,,
Nagano et al 2017,382420,mm9,275370,,0.72,,,
Nagano et al 2017,321336,mm9,231262,,0.72,,,
Nagano et al 2017,304896,mm9,219278,,0.719,,,
Nagano et al 2017,64,mm9,46,,0.719,,,
Nagano et al 2017,614974,mm9,441644,,0.718,,,
Nagano et al 2017,218554,mm9,156550,,0.716,,,
Nagano et al 2017,329364,mm9,235680,,0.716,,,
Nagano et al 2017,389736,mm9,277712,,0.713,,,
Nagano et al 2017,1528,mm9,1088,,0.712,,,
Nagano et al 2017,3690,mm9,2598,,0.704,,,
Nagano et al 2017,108,mm9,76,,0.704,,,
Nagano et al 2017,82740,mm9,58182,,0.703,,,
Nagano et al 2017,20,mm9,14,,0.7,,,
Nagano et al 2017,812928,mm9,568608,,0.699,,,
Nagano et al 2017,106,mm9,74,,0.698,,,
Nagano et al 2017,86,mm9,60,,0.698,,,
Nagano et al 2017,26,mm9,18,,0.692,,,
Nagano et al 2017,321602,mm9,221976,,0.69,,,
Nagano et al 2017,1932,mm9,1330,,0.688,,,
Nagano et al 2017,38,mm9,26,,0.684,,,
Nagano et al 2017,117012,mm9,79262,,0.677,,,
Nagano et al 2017,74,mm9,50,,0.676,,,
Nagano et al 2017,93800,mm9,62794,,0.669,,,
Nagano et al 2017,145868,mm9,97620,,0.669,,,
Nagano et al 2017,5162,mm9,3442,,0.667,,,
Nagano et al 2017,18,mm9,12,,0.667,,,
Nagano et al 2017,6,mm9,4,,0.667,,,
Nagano et al 2017,24,mm9,16,,0.667,,,
Nagano et al 2017,76,mm9,50,,0.658,,,
Nagano et al 2017,30232,mm9,19840,,0.656,,,
Nagano et al 2017,86,mm9,56,,0.651,,,
Nagano et al 2017,4334,mm9,2780,,0.641,,,
Nagano et al 2017,95242,mm9,58654,,0.616,,,
Nagano et al 2017,66,mm9,40,,0.606,,,
Nagano et al 2017,120,mm9,72,,0.6,,,
Nagano et al 2017,139070,mm9,83304,,0.599,,,
Nagano et al 2017,658,mm9,392,,0.596,,,
Nagano et al 2017,350436,mm9,208276,,0.594,,,
Nagano et al 2017,112130,mm9,65716,,0.586,,,
Nagano et al 2017,486590,mm9,273932,,0.563,,,
Nagano et al 2017,347960,mm9,193622,,0.556,,,
Nagano et al 2017,373228,mm9,205414,,0.55,,,
Nagano et al 2017,566,mm9,300,,0.53,,,
Nagano et al 2017,301132,mm9,158154,,0.525,,,
Nagano et al 2017,8,mm9,4,,0.5,,,
Nagano et al 2017,12,mm9,6,,0.5,,,
Nagano et al 2017,669336,mm9,327064,,0.489,,,
Nagano et al 2017,105636,mm9,50756,,0.48,,,
Nagano et al 2017,150236,mm9,72002,,0.479,,,
Nagano et al 2017,654846,mm9,280958,,0.429,,,
Nagano et al 2017,234,mm9,96,,0.41,,,
Nagano et al 2017,53704,mm9,21748,,0.405,,,
Nagano et al 2017,4882,mm9,1936,,0.397,,,
Nagano et al 2017,77774,mm9,29426,,0.378,,,
Nagano et al 2017,500,mm9,186,,0.372,,,
Nagano et al 2017,270212,mm9,99814,,0.369,,,
Nagano et al 2017,68628,mm9,24718,,0.36,,,
Nagano et al 2017,324,mm9,112,,0.346,,,
Nagano et al 2017,159722,mm9,54172,,0.339,,,
Nagano et al 2017,527946,mm9,177106,,0.335,,,
Nagano et al 2017,13532,mm9,4504,,0.333,,,
Nagano et al 2017,79416,mm9,24410,,0.307,,,
Nagano et al 2017,2338,mm9,704,,0.301,,,
Nagano et al 2017,732632,mm9,209842,,0.286,,,
Nagano et al 2017,363032,mm9,92146,,0.254,,,
Nagano et al 2017,217184,mm9,52412,,0.241,,,
Nagano et al 2017,542,mm9,128,,0.236,,,
Nagano et al 2017,750,mm9,176,,0.235,,,
Nagano et al 2017,26168,mm9,5948,,0.227,,,
Nagano et al 2017,7892,mm9,1666,,0.211,,,
Nagano et al 2017,6864,mm9,1320,,0.192,,,
Nagano et al 2017,107454,mm9,19210,,0.179,,,
Nagano et al 2017,17286,mm9,3102,,0.179,,,
Nagano et al 2017,31790,mm9,5546,,0.174,,,
Nagano et al 2017,39350,mm9,6764,,0.172,,,
Nagano et al 2017,162694,mm9,25428,,0.156,,,
Nagano et al 2017,2106,mm9,324,,0.154,,,
Nagano et al 2017,366990,mm9,55084,,0.15,,,
Nagano et al 2017,101344,mm9,14786,,0.146,,,
Nagano et al 2017,12002,mm9,1664,,0.139,,,
Nagano et al 2017,79440,mm9,11000,,0.138,,,
Nagano et al 2017,21232,mm9,2812,,0.132,,,
Nagano et al 2017,190274,mm9,24922,,0.131,,,
Nagano et al 2017,97534,mm9,12810,,0.131,,,
Nagano et al 2017,10778,mm9,1380,,0.128,,,
Nagano et al 2017,112610,mm9,14274,,0.127,,,
Nagano et al 2017,1854,mm9,224,,0.121,,,
Nagano et al 2017,1634,mm9,198,,0.121,,,
Nagano et al 2017,96898,mm9,9504,,0.098,,,
Nagano et al 2017,186794,mm9,18326,,0.098,,,
Nagano et al 2017,826,mm9,80,,0.097,,,
Nagano et al 2017,397914,mm9,36582,,0.092,,,
Nagano et al 2017,70118,mm9,6018,,0.086,,,
Nagano et al 2017,172226,mm9,14864,,0.086,,,
Nagano et al 2017,234438,mm9,20084,,0.086,,,
Nagano et al 2017,88070,mm9,7404,,0.084,,,
Nagano et al 2017,410718,mm9,32678,,0.08,,,
Nagano et al 2017,217494,mm9,16734,,0.077,,,
Nagano et al 2017,83526,mm9,6224,,0.075,,,
Nagano et al 2017,15068,mm9,1130,,0.075,,,
Nagano et al 2017,4968,mm9,366,,0.074,,,
Nagano et al 2017,950860,mm9,66154,,0.07,,,
Nagano et al 2017,694374,mm9,45424,,0.065,,,
Nagano et al 2017,258312,mm9,16636,,0.064,,,
Nagano et al 2017,90914,mm9,5850,,0.064,,,
Nagano et al 2017,361504,mm9,22790,,0.063,,,
Nagano et al 2017,168122,mm9,10350,,0.062,,,
Nagano et al 2017,134742,mm9,8014,,0.059,,,
Nagano et al 2017,8026,mm9,460,,0.057,,,
Nagano et al 2017,327466,mm9,18156,,0.055,,,
Nagano et al 2017,10206,mm9,542,,0.053,,,
Nagano et al 2017,2,mm9,0,,0,,,
Rappoport et al 2023,4,mm9,4,,1,,,
Rappoport et al 2023,13425,mm9,13363,,0.995381750465549,,,
Rappoport et al 2023,28085,mm9,27948,,0.995121951219512,,,
Rappoport et al 2023,12393,mm9,12319,,0.994028887275075,,,
Rappoport et al 2023,861654,mm9,856357,,0.993852520849436,,,
Rappoport et al 2023,8767,mm9,8713,,0.993840538382571,,,
Rappoport et al 2023,219742,mm9,218219,,0.993069144724267,,,
Rappoport et al 2023,389165,mm9,386232,,0.992463351020775,,,
Rappoport et al 2023,306971,mm9,304573,,0.992188187157745,,,
Rappoport et al 2023,373,mm9,370,,0.991957104557641,,,
Rappoport et al 2023,15290,mm9,15167,,0.991955526487901,,,
Rappoport et al 2023,10963,mm9,10872,,0.991699352367053,,,
Rappoport et al 2023,10125,mm9,10040,,0.991604938271605,,,
Rappoport et al 2023,14758,mm9,14633,,0.991530017617563,,,
Rappoport et al 2023,179915,mm9,178371,,0.991418169691243,,,
Rappoport et al 2023,12287,mm9,12181,,0.991372995849272,,,
Rappoport et al 2023,11643,mm9,11540,,0.991153482779352,,,
Rappoport et al 2023,11511,mm9,11403,,0.99061767005473,,,
Rappoport et al 2023,9379,mm9,9290,,0.990510715428084,,,
Rappoport et al 2023,6522,mm9,6460,,0.99049371358479,,,
Rappoport et al 2023,307682,mm9,304640,,0.990113168791154,,,
Rappoport et al 2023,14099,mm9,13958,,0.989999290729839,,,
Rappoport et al 2023,13902,mm9,13758,,0.989641778161416,,,
Rappoport et al 2023,96051,mm9,95047,,0.989547219706198,,,
Rappoport et al 2023,255796,mm9,253110,,0.989499444870131,,,
Rappoport et al 2023,202467,mm9,200277,,0.989183422483664,,,
Rappoport et al 2023,10820,mm9,10701,,0.989001848428836,,,
Rappoport et al 2023,7591,mm9,7507,,0.988934264260308,,,
Rappoport et al 2023,202281,mm9,200042,,0.988931239216733,,,
Rappoport et al 2023,12800,mm9,12656,,0.98875,,,
Rappoport et al 2023,10114,mm9,9999,,0.988629622305715,,,
Rappoport et al 2023,10704,mm9,10582,,0.988602391629297,,,
Rappoport et al 2023,221845,mm9,219295,,0.988505488065992,,,
Rappoport et al 2023,10924,mm9,10797,,0.988374221896741,,,
Rappoport et al 2023,29566,mm9,29221,,0.988331191233173,,,
Rappoport et al 2023,7640,mm9,7549,,0.988089005235602,,,
Rappoport et al 2023,189547,mm9,187242,,0.98783942768812,,,
Rappoport et al 2023,320,mm9,316,,0.9875,,,
Rappoport et al 2023,13638,mm9,13467,,0.987461504619446,,,
Rappoport et al 2023,370895,mm9,366228,,0.987416923927257,,,
Rappoport et al 2023,165750,mm9,163663,,0.98740874811463,,,
Rappoport et al 2023,10739,mm9,10602,,0.987242760033523,,,
Rappoport et al 2023,59151,mm9,58396,,0.987236056871397,,,
Rappoport et al 2023,237744,mm9,234654,,0.987002826569756,,,
Rappoport et al 2023,152439,mm9,150453,,0.986971837915494,,,
Rappoport et al 2023,4907,mm9,4842,,0.986753617281435,,,
Rappoport et al 2023,84130,mm9,82995,,0.986508974206585,,,
Rappoport et al 2023,9375,mm9,9246,,0.98624,,,
Rappoport et al 2023,356,mm9,351,,0.985955056179775,,,
Rappoport et al 2023,269532,mm9,265733,,0.985905198640607,,,
Rappoport et al 2023,317311,mm9,312747,,0.985616634784171,,,
Rappoport et al 2023,19098,mm9,18822,,0.98554822494502,,,
Rappoport et al 2023,38283,mm9,37729,,0.985528824804744,,,
Rappoport et al 2023,253826,mm9,250120,,0.985399446865175,,,
Rappoport et al 2023,165200,mm9,162739,,0.985102905569007,,,
Rappoport et al 2023,21547,mm9,21221,,0.984870283566158,,,
Rappoport et al 2023,7181,mm9,7068,,0.984264030079376,,,
Rappoport et al 2023,50828,mm9,50015,,0.984004879200441,,,
Rappoport et al 2023,3592,mm9,3534,,0.983853006681514,,,
Rappoport et al 2023,222589,mm9,218974,,0.983759305266657,,,
Rappoport et al 2023,261189,mm9,256946,,0.983755058597414,,,
Rappoport et al 2023,163393,mm9,160705,,0.983548866842521,,,
Rappoport et al 2023,8386,mm9,8246,,0.98330550918197,,,
Rappoport et al 2023,291990,mm9,286948,,0.982732285352238,,,
Rappoport et al 2023,111926,mm9,109974,,0.982559905651949,,,
Rappoport et al 2023,6849,mm9,6729,,0.982479194042926,,,
Rappoport et al 2023,56880,mm9,55881,,0.982436708860759,,,
Rappoport et al 2023,77447,mm9,76081,,0.982362131522202,,,
Rappoport et al 2023,14617,mm9,14357,,0.982212492303482,,,
Rappoport et al 2023,196821,mm9,193306,,0.982141133314026,,,
Rappoport et al 2023,239030,mm9,234730,,0.98201062628122,,,
Rappoport et al 2023,70777,mm9,69501,,0.981971544428275,,,
Rappoport et al 2023,179239,mm9,175983,,0.981834310613204,,,
Rappoport et al 2023,182383,mm9,179053,,0.981741719348843,,,
Rappoport et al 2023,18686,mm9,18342,,0.981590495558172,,,
Rappoport et al 2023,5959,mm9,5848,,0.981372713542541,,,
Rappoport et al 2023,123650,mm9,121340,,0.981318236959159,,,
Rappoport et al 2023,44478,mm9,43643,,0.981226673861235,,,
Rappoport et al 2023,53348,mm9,52340,,0.98110519607108,,,
Rappoport et al 2023,39679,mm9,38918,,0.98082108924116,,,
Rappoport et al 2023,252692,mm9,247794,,0.980616719167999,,,
Rappoport et al 2023,140800,mm9,138063,,0.980561079545454,,,
Rappoport et al 2023,142422,mm9,139642,,0.980480543736221,,,
Rappoport et al 2023,148810,mm9,145902,,0.980458302533432,,,
Rappoport et al 2023,125708,mm9,123250,,0.980446749610208,,,
Rappoport et al 2023,194096,mm9,190268,,0.980277800675954,,,
Rappoport et al 2023,114362,mm9,112097,,0.980194470191147,,,
Rappoport et al 2023,87063,mm9,85324,,0.980025958214167,,,
Rappoport et al 2023,149,mm9,146,,0.979865771812081,,,
Rappoport et al 2023,173997,mm9,170427,,0.979482404869049,,,
Rappoport et al 2023,7942,mm9,7779,,0.979476202467892,,,
Rappoport et al 2023,14148,mm9,13855,,0.979290359061351,,,
Rappoport et al 2023,107659,mm9,105421,,0.979212142041074,,,
Rappoport et al 2023,9280,mm9,9086,,0.979094827586207,,,
Rappoport et al 2023,7598,mm9,7439,,0.979073440379047,,,
Rappoport et al 2023,9909,mm9,9697,,0.978605308305581,,,
Rappoport et al 2023,154972,mm9,151628,,0.978421908473789,,,
Rappoport et al 2023,204806,mm9,200386,,0.978418601017548,,,
Rappoport et al 2023,49459,mm9,48383,,0.978244606643887,,,
Rappoport et al 2023,1920,mm9,1878,,0.978125,,,
Rappoport et al 2023,193707,mm9,189466,,0.978106108710578,,,
Rappoport et al 2023,37157,mm9,36343,,0.97809295691256,,,
Rappoport et al 2023,1597,mm9,1562,,0.978083907326237,,,
Rappoport et al 2023,13916,mm9,13611,,0.978082782408738,,,
Rappoport et al 2023,119162,mm9,116544,,0.978029908863564,,,
Rappoport et al 2023,45,mm9,44,,0.977777777777778,,,
Rappoport et al 2023,39919,mm9,39028,,0.977679801598236,,,
Rappoport et al 2023,40011,mm9,39116,,0.977631151433356,,,
Rappoport et al 2023,170416,mm9,166575,,0.977461036522392,,,
Rappoport et al 2023,124549,mm9,121735,,0.977406482589182,,,
Rappoport et al 2023,122693,mm9,119920,,0.977398873611371,,,
Rappoport et al 2023,93404,mm9,91292,,0.977388548670292,,,
Rappoport et al 2023,170330,mm9,166463,,0.977297011683203,,,
Rappoport et al 2023,132,mm9,129,,0.977272727272727,,,
Rappoport et al 2023,44,mm9,43,,0.977272727272727,,,
Rappoport et al 2023,119485,mm9,116732,,0.97695945097711,,,
Rappoport et al 2023,48858,mm9,47729,,0.976892218265177,,,
Rappoport et al 2023,174918,mm9,170873,,0.976874878514504,,,
Rappoport et al 2023,116829,mm9,114120,,0.976812264078268,,,
Rappoport et al 2023,180885,mm9,176687,,0.976791884346408,,,
Rappoport et al 2023,8886,mm9,8679,,0.976704929101958,,,
Rappoport et al 2023,4135,mm9,4038,,0.976541717049577,,,
Rappoport et al 2023,115441,mm9,112716,,0.976394868374321,,,
Rappoport et al 2023,276650,mm9,270110,,0.976360021688053,,,
Rappoport et al 2023,5467,mm9,5337,,0.976220962136455,,,
Rappoport et al 2023,74412,mm9,72636,,0.976132881793259,,,
Rappoport et al 2023,133224,mm9,130036,,0.976070377709722,,,
Rappoport et al 2023,113404,mm9,110680,,0.975979683256323,,,
Rappoport et al 2023,114735,mm9,111959,,0.975805116137186,,,
Rappoport et al 2023,19184,mm9,18717,,0.975656797331109,,,
Rappoport et al 2023,65067,mm9,63460,,0.97530238062305,,,
Rappoport et al 2023,11539,mm9,11252,,0.975127827368056,,,
Rappoport et al 2023,94075,mm9,91735,,0.975126229072549,,,
